id,name,brewery_id,state,country,style,availability,abv
323892,Our Special Ale 2016 - Barrel-Aged (Anchor Christmas Ale),28,CA,US,American Strong Ale, Limited (brewed once),9.7
57806,My Cherry Amour,17271,CA,US,American Wild Ale, Limited (brewed once),
115458,American Blonde,28920,CA,US,American Blonde Ale, Rotating,5.0
144743,Stout De Olla,36847,CA,US,American Stout, Limited (brewed once),7.5
251106,First Order,1337,CA,US,American Pale Ale (APA), Rotating,5.5
334586,Cahokia- Cacao,33824,CA,US,American Strong Ale, Rotating,13.7
85805,Stock Porter - Bourbon Barrel Aged,13065,CA,US,American Porter, Limited (brewed once),6.0
72512,It Takes A Lot Of Great Beer To Make Great Wine,863,CA,US,American Pale Ale (APA), Summer,4.75
167594,Organic Porter,1627,CA,US,American Porter, Year-round,5.8
201110,Luna Lager,37894,CA,US,American Lager, Rotating,4.5
75864,Raiders Of The Lost Hops - Beer Camp #58,140,CA,US,American Amber / Red Ale, Limited (brewed once),7.6
214632,No Sleepy Time,30028,CA,US,English Oatmeal Stout, Rotating,6.3
203251,Blackie Ford's Hop Riot,23697,CA,US,American Black Ale, Rotating,8.8
79503,Los Padres Ale,13065,CA,US,Belgian Saison, Spring,7.0
72191,Double Elimination,24026,CA,US,American Imperial IPA, Rotating,10.0
130592,Biere De Gardeniere,30740,CA,US,French Bière de Garde, Rotating,5.0
203258,She Puts Up With Me,37448,CA,US,American Imperial Stout, Limited (brewed once),7.0
203108,Kyle's Farewell Brown,40559,CA,US,American Brown Ale, Rotating,5.3
115109,Weeping Cat Saison,199,CA,US,Belgian Saison, Limited (brewed once),7.9
231062,Peach Ring Sour,30687,CA,US,American Wild Ale, Limited (brewed once),4.0
225945,Blazing 420,31987,CA,US,American Amber / Red Ale, Limited (brewed once),6.8
90400,Full Malted Jacket Heaven Hill Barrel Aged,25959,CA,US,Scotch Ale / Wee Heavy, Rotating,12.0
271331,Pataskala Red X IPA - Sugar Maple Spiral,147,CA,US,American Amber / Red Ale, Rotating,7.3
8545,Olympia Genuine Draft,447,CA,US,American Adjunct Lager, Year-round,
8589,Pabst NA,447,CA,US,Low Alcohol Beer, Year-round,0.5
133263,Benevolence,34453,CA,US,American IPA, Rotating,6.6
217662,Weatherman Kettle Sour Wheat,4317,CA,US,American Wild Ale, Limited (brewed once),6.0
80822,Hyperion Stout,25920,CA,US,Foreign / Export Stout, Year-round,7.8
189612,Gibbons Back,26704,CA,US,American Imperial IPA, Year-round,9.7
97613,Oral Pleasure,28298,CA,US,California Common / Steam Beer, Rotating,7.5
279642,Early Doors,48628,CA,US,English Bitter, Year-round,3.8
236190,Palm In The Wind,16866,CA,US,Belgian Pale Ale, Limited (brewed once),8.8
108516,Tremendous Slouch,33018,CA,US,American Wild Ale, Limited (brewed once),5.8
199085,Razz Cherry,37627,CA,US,Fruit and Field Beer, Rotating,5.1
201793,Wet Hop Equinox IPA,31059,CA,US,American IPA, Fall,6.7
197488,Dieselpunk Double IPA,21092,CA,US,American Imperial IPA, Year-round,8.5
26933,Papa Denogginizer,3835,CA,US,American Barleywine, Limited (brewed once),11.0
64444,Big Muddy Weizenbock,22622,CA,US,German Weizenbock, Rotating,8.0
215181,Witcraft - Pomegranate,29481,CA,US,Belgian Witbier, Rotating,4.9
200238,Super Rad!,35259,CA,US,American Wild Ale, Rotating,6.0
300639,Mount Crushmore,396,CA,US,American Cream Ale, Rotating,4.8
140740,"Crux - Lime Kafir Leaves, Mint, Ginger & Calamansi",28657,CA,US,Belgian Pale Ale, Limited (brewed once),5.4
25176,Wedge Weizen,4288,CA,US,German Hefeweizen, Year-round,
246058,"Careful With That Passion Fruit, Eugene",42930,CA,US,Belgian Fruit Lambic, Limited (brewed once),6.5
162199,Addison's Firecracker Red,24625,CA,US,Irish Red Ale, Rotating,4.5
277597,Hammer Pants,38745,CA,US,American IPA, Limited (brewed once),6.2
112582,The Messenger,22412,CA,US,American IPA, Limited (brewed once),7.3
53828,Green Flash Hop-Less (Hamiltons 3rd Anniversary Ale),2743,CA,US,Scottish Gruit / Ancient Herbed Ale, Limited (brewed once),5.7
291597,Kriek Freak,38091,CA,US,American Wild Ale, Limited (brewed once),7.0
104857,Jolly Rodger 2013 Imperial American Black Ale,3835,CA,US,American Black Ale, Limited (brewed once),11.5
93489,"""The Tiger Cub"" Saison",147,CA,US,Belgian Saison, Limited (brewed once),7.7
44836,Pacific Daylight American Lager,8818,CA,US,American Lager, Summer,3.2
129048,Witney Witbier,32063,CA,US,Belgian Witbier, Year-round,5.5
8632,Blonde Ale,3835,CA,US,German Kölsch, Year-round,4.8
8671,Black Hart,112,CA,US,Irish Dry Stout, Winter,
8673,Raspberry Brown,256,CA,US,American Brown Ale, Year-round,6.5
84484,Golden Rye,28019,CA,US,Belgian Pale Ale, Year-round,7.0
334583,Cerutti Site,33824,CA,US,American Strong Ale, Rotating,12.6
336315,All Good IPA,24820,CA,US,American IPA, Year-round,7.2
46929,Swami's Harvest IPA,1337,CA,US,American IPA, Limited (brewed once),
220857,Saison Of A Preacher Man,41927,CA,US,Belgian Saison, Rotating,5.8
256051,City Of The Dead - Vanilla,31987,CA,US,Foreign / Export Stout, Limited (brewed once),7.5
98509,Race Track Red,30923,CA,US,Belgian Pale Ale, Limited (brewed once),4.5
273252,Chocolate Orange Milk Stout,33819,CA,US,English Sweet / Milk Stout, Limited (brewed once),7.1
336388,Jolly Rodger 2017 European Style Barleywine Ale,3835,CA,US,British Barleywine, Limited (brewed once),14.3
304323,Batch 1500 - Black Currants,31987,CA,US,Belgian Saison, Limited (brewed once),7.6
202175,Galaxy Rye IPA,41473,CA,US,Rye Beer, Rotating,6.4
60970,Flanders Pale Ale,2441,CA,US,Belgian Pale Ale, Limited (brewed once),5.6
197370,Everybody's Talking,41927,CA,US,American Pale Ale (APA), Rotating,4.25
29689,Bison Organic Barleywine Ale,609,CA,US,British Barleywine, Winter,9.5
348119,Captain & Stoker,30608,CA,US,German Pilsner, Limited (brewed once),5.1
202181,Belgian Blonde Ale,23459,CA,US,Belgian Blonde Ale, Rotating,6.0
86408,Our Special Ale 2012 (Anchor Christmas Ale),28,CA,US,Winter Warmer, Limited (brewed once),5.5
366292,One Last Pull,48341,CA,US,Berliner Weisse, Limited (brewed once),4.6
74476,Christopher Columbus,25260,CA,US,American Imperial IPA, Limited (brewed once),7.5
58144,Ryevalry,610,CA,US,Belgian IPA, Rotating,8.0
85508,Smoked Porter - Lowland Scotch Whisky Barrel Aged,147,CA,US,Smoke Porter, Limited (brewed once),11.5
292412,Moon Sparkle,36847,CA,US,American Wild Ale, Limited (brewed once),5.0
8731,Texas Crude Bock,447,CA,US,German Bock, Year-round,
8749,Pleasanton Pale Ale,2199,CA,US,American Pale Ale (APA), Year-round,5.3
8769,Columbus India Pale Ale,2724,CA,US,American IPA, Year-round,7.0
8770,Killer Whale Stout,2724,CA,US,American Stout, Year-round,5.0
248643,Rueminator,16866,CA,US,German Doppelbock, Limited (brewed once),10.0
266139,Chocolatte Chocolate Porter,5107,CA,US,American Porter, Year-round,6.8
155147,Workers' Co-hoperative,21448,CA,US,American IPA, Limited (brewed once),7.5
215334,Experimental Stout Batch #1,44336,CA,US,American Stout, Year-round,6.6
59834,Filthy Blonde - White Peaches,16866,CA,US,Fruit and Field Beer, Limited (brewed once),4.0
74957,Immigration Red Ale (IRA),23200,CA,US,Irish Red Ale, Rotating,6.0
365868,EurekaSeoul Lemondrop Hop Ale,43872,CA,US,American IPA, Limited (brewed once),6.5
97846,P.E.D.,28920,CA,US,American Brown Ale, Rotating,4.5
202484,Duboce Park,41330,CA,US,American IPA, Rotating,7.5
291928,Mind Of A Peach,28657,CA,US,American Wild Ale, Limited (brewed once),5.3
195914,Sonoma Festbier,32922,CA,US,German Märzen / Oktoberfest, Fall,6.0
34421,Holidaze Pale Ale,5266,CA,US,American IPA, Limited (brewed once),6.5
99645,Pumpkin Falls,31117,CA,US,Pumpkin Beer, Fall,6.0
326511,Oktoberfest,40635,CA,US,German Märzen / Oktoberfest, Fall,6.0
143784,Count Chocula Stout,32092,CA,US,American Stout, Rotating,6.0
150923,Sierra Nevada Harvest Wild Hop IPA,140,CA,US,American IPA, Limited (brewed once),6.5
324611,La Triada,41955,CA,US,Flanders Oud Bruin, Limited (brewed once),7.8
329514,Shock Jock,45240,CA,US,American Imperial IPA, Rotating,8.0
242032,Green Stripe,38745,CA,US,American Lager, Rotating,4.7
137538,Blonde Dads,32931,CA,US,American Blonde Ale, Limited (brewed once),
358787,So Cal Coconut Wheat,26932,CA,US,American Pale Wheat Ale, Rotating,5.0
343298,Small Batch Hoarders: Raspberry Kisses,16866,CA,US,American Wheatwine Ale, Limited (brewed once),13.1
359916,Moon Tide,45495,CA,US,American Pale Ale (APA), Rotating,5.4
329635,Muscle & Mayhem,33824,CA,US,American Pale Wheat Ale, Limited (brewed once),5.0
312806,Hop Mix Volume 2,34078,CA,US,American IPA, Limited (brewed once),6.5
169649,2 Hop Pale (Lemondrop And Amarillo),33181,CA,US,American Pale Ale (APA), Limited (brewed once),5.8
321242,Staff Magician,43889,CA,US,American Pale Ale (APA), Rotating,5.5
275999,Mikey Likes It,44942,CA,US,English Oatmeal Stout, Rotating,6.1
230393,It's Going Brown For Real,37627,CA,US,American Brown Ale, Rotating,6.0
227543,Cowboy Curtis,43348,CA,US,Smoke Beer, Rotating,7.1
125156,Citra Pale Ale,32258,CA,US,American Pale Ale (APA), Year-round,5.5
201829,Copper Witch,43296,CA,US,Belgian Saison, Rotating,5.3
242589,Blueberry Cream Ale,33819,CA,US,American Cream Ale, Limited (brewed once),5.5
185493,Depth-Charged Double Bastard,43153,CA,US,American Strong Ale, Limited (brewed once),11.0
219310,Hopping Grizzly,44373,CA,US,American Imperial IPA, Rotating,
111674,The Ol' Switcheroo,30687,CA,US,American Black Ale, Limited (brewed once),9.7
89136,"Portola Rossa ""Base Red""",16866,CA,US,American Amber / Red Ale, Limited (brewed once),6.7
111593,Ammunition IPA,33534,CA,US,American IPA, Year-round,7.0
329253,Galaxy Rebellion,15240,CA,US,American IPA, Rotating,6.0
370993,Blue BBLS,16866,CA,US,American Imperial Stout, Limited (brewed once),16.5
34118,American Strong Ale,13524,CA,US,American Strong Ale, Year-round,9.2
8799,Jack Russell Jack's Brown Ale,2547,CA,US,English Brown Ale, Year-round,4.25
8800,Jack Russell Jack's Olde Ale A Winter Warmer,2547,CA,US,English Brown Ale, Winter,5.9
8801,Jack Russell Jack's Farmhouse Ale,2547,CA,US,Belgian Saison, Year-round,6.7
8819,Frederick Scholz Lager,797,CA,US,American Adjunct Lager, Year-round,
8820,Frederick Scholz Light,797,CA,US,American Light Lager, Year-round,
8825,Zone 7 Porter,2199,CA,US,Baltic Porter, Year-round,6.3
8828,Jack Russell Irish Red Ale,2547,CA,US,Irish Red Ale, Year-round,5.0
8829,Jack Russell Jack's Scottish Ale,2547,CA,US,Scottish Ale, Year-round,6.5
8845,Jack Russell Jack's Best Bitter Ale,2547,CA,US,English Bitter, Year-round,4.0
8846,Jack Russell Jack's Whitewater Pale Ale,2547,CA,US,American Pale Ale (APA), Year-round,5.5
8850,Deb's Bitter Ale,882,CA,US,English Extra Special / Strong Bitter (ESB), Limited (brewed once),6.1
8859,Yosemite Falls IPA,3114,CA,US,American Imperial IPA, Limited (brewed once),10.0
78361,Someone Talked,19890,CA,US,Russian Imperial Stout, Limited (brewed once),13.0
230452,Kick Back Seasonal Release IPA,3835,CA,US,American IPA, Summer,4.3
321721,Insert dad joke here,42565,CA,US,American IPA, Rotating,6.9
328099,Mankini Lines,45824,CA,US,American Imperial IPA, Rotating,8.1
249826,Something Or Other,29180,CA,US,Belgian Saison, Limited (brewed once),6.3
197790,Recursion 7.0,33824,CA,US,American IPA, Rotating,6.5
113634,"Calypso's ""El Dorado""",147,CA,US,American Pale Ale (APA), Limited (brewed once),5.5
228610,Wyvern,34453,CA,US,American Imperial IPA, Limited (brewed once),8.0
312779,Spooky Juice,35259,CA,US,American Imperial IPA, Fall,8.1
41189,Blossom Trail Ale,9914,CA,US,American Pale Wheat Ale, Year-round,4.5
29619,Sculpin IPA,199,CA,US,American IPA, Year-round,7.0
80514,Sabre-Toothed Squirrel,27922,CA,US,American Amber / Red Ale, Rotating,7.0
182461,Mosaic Muis,38091,CA,US,American Wild Ale, Limited (brewed once),6.5
84144,Double Decker Brown With French Oak,22610,CA,US,American Brown Ale, Rotating,
113710,Let It Rauch,463,CA,US,Smoke Beer, Rotating,8.1
230963,Unfiltered DBA Cask Ale,2210,CA,US,English Pale Ale, Rotating,5.0
74894,Smoked Porter - Coconut,147,CA,US,Smoke Porter, Limited (brewed once),
322671,Propagation 256,42930,CA,US,Belgian Saison, Limited (brewed once),6.4
82129,Grand Am,610,CA,US,American Pale Ale (APA), Year-round,6.0
41314,McFaddins Oatmeal Stout,3557,CA,US,English Oatmeal Stout, Rotating,
286471,The Gunny,29481,CA,US,American Strong Ale, Rotating,7.5
368713,Passionfruit Pocketknife,47665,CA,US,American Amber / Red Lager, Rotating,6.0
154490,Liberty Station The Lupulin Loop: HBC 342,147,CA,US,American IPA, Limited (brewed once),7.7
33243,Wipeout IPA,13839,CA,US,American IPA, Year-round,7.5
288590,21 Anniversary Imperial IPA,2447,CA,US,American Imperial IPA, Limited (brewed once),8.0
270932,Richard Buttock's Tropical Paradise,27946,CA,US,American IPA, Limited (brewed once),7.2
355652,Mellona (Sage),47553,CA,US,Belgian Saison, Limited (brewed once),9.1
214331,Brown Ale,43881,CA,US,American Brown Ale, Rotating,5.2
8882,Father Christmas,3010,CA,US,Winter Warmer, Winter,6.6
8883,1997 Saison,3010,CA,US,Belgian Saison, Limited (brewed once),
8884,Porter,3114,CA,US,Baltic Porter, Year-round,6.0
8895,Mt. Ruedell Amber Ale,870,CA,US,American Amber / Red Ale, Rotating,5.6
8951,OAKED Arrogant Bastard Ale,43153,CA,US,American Strong Ale, Rotating,7.2
288243,Silhouette Sour Porter,43296,CA,US,American Porter, Rotating,5.3
260371,Victory At Sea- Hammerhead Espresso,199,CA,US,American Porter, Limited (brewed once),10.0
111580,Valley Of The Heart's Delight,24940,CA,US,American Wild Ale, Rotating,7.0
51242,White Oak Sap,16866,CA,US,American Wheatwine Ale, Limited (brewed once),14.5
83005,Dunkel Wilson,3835,CA,US,German Dunkelweizen, Limited (brewed once),4.5
80224,Otsuchi Old Stock Ale 2012,112,CA,US,English Old Ale, Limited (brewed once),11.7
169999,Hall Of Fame: .394 Imperial San Diego Pale Ale,396,CA,US,American Pale Ale (APA), Rotating,9.0
64748,Festivus MiracALE,632,CA,US,American IPA, Winter,6.9
221605,Homebase 60,23200,CA,US,American Pale Ale (APA), Limited (brewed once),6.0
180688,Outdoor,38745,CA,US,Bohemian Pilsener, Rotating,5.3
100424,Hop Sac First Leaf - California Wet Hop Ale (2013),28270,CA,US,American Pale Ale (APA), Limited (brewed once),6.0
42434,Saison Rue,40927,CA,US,Belgian Saison, Year-round,8.5
237634,Speedway Stout - Vietnamese Coffee - Brewer's Blend,396,CA,US,American Imperial Stout, Limited (brewed once),12.0
202805,Belgian Camp Out Ale,22065,CA,US,Belgian Pale Ale, Rotating,6.2
236233,Hall Pass,44720,CA,US,American Pale Ale (APA), Rotating,5.5
37974,Oatmeal Stout,13065,CA,US,English Oatmeal Stout, Year-round,6.5
125096,Nepenthia,22412,CA,US,Belgian Pale Ale, Limited (brewed once),5.2
181646,Vera Cru,27378,CA,US,Belgian Pale Ale, Summer,6.01
183807,Coconut Bill,28019,CA,US,American Porter, Limited (brewed once),6.8
295821,Breaking News,38282,CA,US,American IPA, Rotating,7.0
364731,Bruesicle: BRG,40927,CA,US,American Wild Ale, Limited (brewed once),6.5
55776,Creekside Black Irish Red,19202,CA,US,Irish Red Ale, Rotating,5.2
127080,Coco Noche,29180,CA,US,American Stout, Rotating,8.5
56066,Mélange No. Sechs,16866,CA,US,American Strong Ale, Limited (brewed once),9.0
91138,Hop Candi,16385,CA,US,American Pale Ale (APA), Limited (brewed once),4.5
361109,Strawberry Shorty,32931,CA,US,American Wild Ale, Rotating,4.3
77066,Frenchie's Cove,3965,CA,US,Belgian Saison, Limited (brewed once),
176745,Dancing Plague - Peaches,31987,CA,US,American Pale Ale (APA), Limited (brewed once),4.5
92981,Cuvee De Evan,17271,CA,US,American Wild Ale, Limited (brewed once),
59114,Placer Porter,16270,CA,US,American Porter, Rotating,5.8
53813,Barstow-Lundy Barleywine,10583,CA,US,American Barleywine, Rotating,10.0
80014,3rd Dimension,25959,CA,US,Belgian Tripel, Rotating,9.5
258608,Unplugged Wild Turkey,31319,CA,US,English Oatmeal Stout, Rotating,12.5
344459,Sietes De Las Suertes,25920,CA,US,American Imperial IPA, Limited (brewed once),9.2
262575,Stave Series #15: The Dark Age,910,CA,US,American Strong Ale, Limited (brewed once),10.0
108444,Dockside Citra IPA,4288,CA,US,American IPA, Rotating,
357819,Socks and sandals,45824,CA,US,American IPA, Rotating,6.8
143769,Warrior Pride Red Ale,37430,CA,US,American Amber / Red Ale, Year-round,4.9
202478,Udderless Milk Stout,33490,CA,US,English Sweet / Milk Stout, Rotating,5.4
9019,Black Bull,447,CA,US,American Malt Liquor, Year-round,10.0
9022,Millennium Release Old Rasputin Imperial Stout,112,CA,US,Russian Imperial Stout, Limited (brewed once),8.9
9025,Mary's Pilsner,112,CA,US,German Pilsner, Year-round,
112633,Terrible Twos,22412,CA,US,Belgian Strong Dark Ale, Limited (brewed once),11.8
37325,Fairview Farmhouse Ale,16048,CA,US,Belgian Saison, Limited (brewed once),5.5
178037,Swindler,33428,CA,US,American Porter, Rotating,4.7
320296,Pizza Port Chronic Ale,13839,CA,US,American Amber / Red Ale, Rotating,4.9
84333,Lenzo's Lollipop (Oaked Sculpin),199,CA,US,American IPA, Limited (brewed once),
229907,Fast & Loose,30228,CA,US,American Wild Ale, Limited (brewed once),6.0
36478,Stouter,862,CA,US,Irish Dry Stout, Year-round,
327130,Pun King,44152,CA,US,Pumpkin Beer, Rotating,7.4
119495,Inception IPA,34425,CA,US,American Imperial IPA, Limited (brewed once),9.4
39160,Olde Inventory Barley Ryne (Brunette),5411,CA,US,American Barleywine, Limited (brewed once),9.5
36101,Sierra Nevada Stricklander (Belgian Style Golden Ale),140,CA,US,Belgian Tripel, Rotating,8.5
255661,Pumkin Patriot,44657,CA,US,Pumpkin Beer, Fall,5.8
120755,Pugachev's On Coconut And Cacao,16843,CA,US,American Imperial Stout, Limited (brewed once),14.0
282233,522 To Yakima,27922,CA,US,American Pale Ale (APA), Limited (brewed once),4.6
266220,Cogzilla,46879,CA,US,American Imperial IPA, Rotating,8.5
308736,A Gaunt And Silent Spectre,33824,CA,US,Scotch Ale / Wee Heavy, Rotating,11.3
359622,Pineapple Gose,33027,CA,US,Leipzig Gose, Summer,3.2
161661,Without A Paddle IPA,38962,CA,US,American IPA, Rotating,6.8
299322,Hometown Feeling,48782,CA,US,American IPA, Rotating,7.0
192401,Tis The Saison,36594,CA,US,Belgian Saison, Rotating,6.2
39187,Hitman Gold,5411,CA,US,American Pale Ale (APA), Year-round,5.5
66588,Imperial White Orchid,16866,CA,US,Belgian Witbier, Limited (brewed once),9.0
129266,Buchner Pale,29316,CA,US,American Pale Ale (APA), Rotating,5.7
10865,Belgian White,982,CA,US,Belgian Witbier, Year-round,
163980,Priscilla,36594,CA,US,American Porter, Rotating,5.9
257030,"Harvest W/ ""Newly Developed Hops""",140,CA,US,American IPA, Limited (brewed once),7.4
197740,Cassia,2321,CA,US,Belgian Saison, Limited (brewed once),4.2
332350,Galactic Strata,41330,CA,US,American Imperial IPA, Rotating,9.2
260223,Tusk & Grain Bourbon Barrel Aged Stout With Vanilla Bean.,31407,CA,US,American Stout, Rotating,13.4
258591,Banging Nut Brown,45234,CA,US,English Brown Ale, Rotating,5.8
332347,Soma Sparkler,41330,CA,US,American Blonde Ale, Limited (brewed once),6.1
59838,Red Card,3120,CA,US,American Amber / Red Ale, Rotating,6.2
120465,Chocolate Deluxe,29767,CA,US,American Imperial Stout, Limited (brewed once),11.2
300741,Kolsch,1011,CA,US,German Kölsch, Rotating,4.3
56376,Let It Rausch,463,CA,US,German Rauchbier, Limited (brewed once),
269713,Guava Berliner Weisse,46698,CA,US,Berliner Weisse, Rotating,4.2
202272,S&M Blonde (Apple And Cinnimon Cask),37627,CA,US,Herb and Spice Beer, Rotating,5.2
114122,Stomper Amber Ale,34110,CA,US,American Amber / Red Ale, Year-round,6.0
215185,Elements Of Funk: Brettanomyces Lambicus,40927,CA,US,American Brett, Limited (brewed once),6.5
38225,Kill Ugly Radio,220,CA,US,American Imperial IPA, Limited (brewed once),7.8
186848,Purdon Porter,38262,CA,US,English Porter, Rotating,5.9
312300,Cherryots of Fire,25959,CA,US,American Cream Ale, Limited (brewed once),6.5
130526,Bear Garden (Bluesapalooza 2014),4051,CA,US,German Kölsch, Limited (brewed once),5.0
235515,Session Street,40892,CA,US,American IPA, Rotating,4.8
255324,Basic Batches (Mosaic),45562,CA,US,American Pale Ale (APA), Limited (brewed once),4.5
96843,Belgo Electro IPA,30379,CA,US,Belgian IPA, Rotating,7.0
280299,California Common,48962,CA,US,California Common / Steam Beer, Limited (brewed once),4.8
106682,Gallagher's After Dinner Stout,147,CA,US,American Stout, Limited (brewed once),4.11
294873,Simcoe Core,140,CA,US,American IPA, Limited (brewed once),7.4
357622,Nordic Thunder,45824,CA,US,American Imperial IPA, Limited (brewed once),8.2
238469,Atomically,28657,CA,US,American Imperial IPA, Limited (brewed once),8.3
9085,Sandy Beach Blonde,2175,CA,US,German Hefeweizen, Fall,4.75
9125,Lager,1665,CA,US,Vienna Lager, Year-round,4.0
9126,IPA,1665,CA,US,American Imperial IPA, Year-round,8.5
9150,Blonde,1665,CA,US,German Kölsch, Year-round,4.0
9152,Stout,1665,CA,US,American Stout, Rotating,6.5
9153,Mom's Peach,1665,CA,US,Fruit and Field Beer, Rotating,4.0
9154,Mom's Raspberry,1665,CA,US,Fruit and Field Beer, Rotating,4.0
329363,Idaho 7(single hop series),23459,CA,US,American IPA, Rotating,7.0
202261,Knuckle Down Brown,31899,CA,US,American Brown Ale, Rotating,
277376,Saison Suede,35259,CA,US,Belgian Saison, Spring,6.2
171829,Amarillo Drizzles,22412,CA,US,American IPA, Rotating,4.4
36003,Black Diamond Free Style Belgian Blonde Ale,978,CA,US,Belgian Blonde Ale, Year-round,5.2
221636,Super Separation Anxiety TIPA,27322,CA,US,American Imperial IPA, Limited (brewed once),9.5
234236,Heard It Through The Grapevine,42559,CA,US,American Wild Ale, Rotating,6.5
140864,Rad Raspberry Wheat,30458,CA,US,American Pale Wheat Ale, Rotating,5.0
190314,Imperial Coconut Cream Stout,36610,CA,US,English Sweet / Milk Stout, Rotating,8.5
124480,Ristretto Cosmic Black Lager With Cacao Nibs And Vanilla Beans,2743,CA,US,German Schwarzbier, Limited (brewed once),8.5
181567,Citrus IPA,396,CA,US,American IPA, Limited (brewed once),7.5
176859,Red Tick,29180,CA,US,American Amber / Red Ale, Rotating,4.5
113061,Brown,32087,CA,US,American Brown Ale, Year-round,4.5
96729,Dempsey's Sonoma Coast IPA,8930,CA,US,American IPA, Rotating,
305219,Barrel Aged Hi-Croixson,2700,CA,US,American Imperial Stout, Limited (brewed once),12.0
149413,Wreck Alley W/ Coconuts,4146,CA,US,American Imperial Stout, Limited (brewed once),9.5
116807,Smoke Chaser (Cherrywood Smoked),24748,CA,US,American Barleywine, Rotating,12.0
319961,10 Beers and Running,35259,CA,US,American Pale Ale (APA), Limited (brewed once),5.5
89472,Hop Harmony,140,CA,US,American IPA, Limited (brewed once),6.7
310401,Sophomore Slump DIPA,49403,CA,US,American Imperial IPA, Rotating,9.5
228070,Bush Down Under,763,CA,US,American Pale Ale (APA), Limited (brewed once),5.0
184019,Red Plague,41584,CA,US,American Amber / Red Ale, Rotating,5.0
351773,Lightship,32796,CA,US,American Wild Ale, Rotating,
35586,Russian Imperial Stout,11600,CA,US,Russian Imperial Stout, Year-round,8.1
226791,Dark Void,45234,CA,US,American Stout, Year-round,8.9
318774,Happy! Happy! Happy!,30379,CA,US,American IPA, Limited (brewed once),7.5
202059,Spinnerfall,31363,CA,US,Belgian Saison, Rotating,5.4
364075,Eater of Galaxies,47691,CA,US,American Imperial IPA, Limited (brewed once),8.5
227687,Keller Pils,140,CA,US,German Pilsner, Rotating,4.1
144401,"Pale Ale - Sweet Potatoes, Cinnamon, Nutmeg And Vanilla",147,CA,US,American Pale Ale (APA), Limited (brewed once),5.4
307286,Adjunct Professor (Boysenberries & Black Currants),28019,CA,US,American Imperial IPA, Rotating,8.6
341059,Bottle Logic / Pure Project - Might & Magic,33824,CA,US,American Imperial IPA, Rotating,8.2
125617,Barrel Aged Linchpin,2743,CA,US,American IPA, Limited (brewed once),
113686,Primo Diablo,25960,CA,US,Chile Beer, Rotating,
9177,Broken Brick,1665,CA,US,English Extra Special / Strong Bitter (ESB), Rotating,6.0
9179,Laguna Beach Blonde Lager,2699,CA,US,American Adjunct Lager, Year-round,5.5
9186,Pumpkin Ale,2699,CA,US,Pumpkin Beer, Spring,3.5
9187,Rockpile Raspberry,2699,CA,US,Fruit and Field Beer, Rotating,4.5
9203,Sportsman's Light Lager,3073,CA,US,American Light Lager, Spring,4.0
9224,Bagel Beer Plain Pilsner,4286,CA,US,German Pilsner, Year-round,
9226,Bagel Beer Pumpernickel Porter,4286,CA,US,American Porter, Year-round,
9228,Bagel Beer Everything I.P.A.,4286,CA,US,American IPA, Year-round,
9229,Bagel Beer Blueberry Ale,4286,CA,US,Fruit and Field Beer, Year-round,
9238,Santa Rosa Red,3965,CA,US,American Amber / Red Ale, Rotating,6.25
9239,Hurricane Hefeweizen,3965,CA,US,German Hefeweizen, Year-round,5.0
9240,Pierpont India Pale Ale,3965,CA,US,American IPA, Year-round,6.0
39174,Newborn Brown,5411,CA,US,English Brown Ale, Limited (brewed once),5.0
361998,German Leichtbier,16866,CA,US,European Pale Lager, Summer,3.2
68797,Corkscrew Ale,3055,CA,US,English Bitter, Rotating,4.2
341305,Monkish / Fonta Flora - Ill Flora,28657,CA,US,Belgian Saison, Rotating,4.7
128499,Ovila Abbey Tripel,140,CA,US,Belgian Tripel, Limited (brewed once),8.8
75239,Martial Law (With Cognac Soaked Oak Chips And Sour Cherries),23641,CA,US,Belgian Strong Dark Ale, Limited (brewed once),
267552,Vastness Of Space - Bourbon Barrel-Aged Vanilla,32931,CA,US,American Imperial Stout, Rotating,11.3
116389,The City IPA,29346,CA,US,American IPA, Year-round,6.4
158504,Piggystyle,38960,CA,US,American Pale Ale (APA), Year-round,5.2
219060,Mr. Nice Guy (Collab With Device Brewing),31332,CA,US,American IPA, Limited (brewed once),7.2
201113,Cherry Blind Wit,33822,CA,US,Belgian Witbier, Rotating,6.4
352913,Hollow Mountain,31987,CA,US,Flanders Oud Bruin, Rotating,8.2
250192,Tarted Wahoo,199,CA,US,American Wild Ale, Limited (brewed once),
302649,Catalina Island Avalon Ale,45478,CA,US,American Pale Wheat Ale, Rotating,5.0
154856,Speedway Stout - Beer Geek Speedway - Kopi Luwak Coffee,396,CA,US,American Imperial Stout, Limited (brewed once),12.0
372448,Timeless Beauty,45678,CA,US,American IPA, Rotating,7.1
17146,Sudwerk Mai Bock,219,CA,US,German Maibock, Spring,7.2
154075,Roger,32922,CA,US,American Stout, Year-round,6.0
138304,Steel Reserve (Alloy Series) Spiked Punch,257,CA,US,Fruit and Field Beer, Year-round,8.0
189542,Heart's Delight Apricots,31791,CA,US,American Wild Ale, Limited (brewed once),5.5
351515,Belgian Amber Strong,53019,CA,US,Belgian Strong Dark Ale, Rotating,9.4
134114,Spring Bock,29371,CA,US,German Maibock, Rotating,7.5
