id,name,brewery_id,state,country,style,availability,abv
200955,Barrel Aged Imperial Porter,31407,CA,US,American Imperial Porter, Rotating,13.0
195510,Hops 'n' Brett,37625,CA,US,American Brett, Rotating,7.5
219780,Delightful Lemon Content,44671,CA,US,American Lager, Rotating,4.7
45267,Airdale Horizon,18174,CA,US,American Pale Wheat Ale, Year-round,
91985,Uncle Ollie,763,CA,US,Scottish Gruit / Ancient Herbed Ale, Limited (brewed once),5.5
304320,Fresh Hop APA,2210,CA,US,American Pale Ale (APA), Fall,5.4
56932,Mischief - Double Dry-Hopped,16866,CA,US,Belgian Strong Pale Ale, Limited (brewed once),8.5
281667,No Haze Off,43889,CA,US,American Imperial IPA, Rotating,9.0
214824,Cardinal Royale,42654,CA,US,American Amber / Red Ale, Year-round,8.5
14415,Dunkel Bock,1972,CA,US,German Bock, Rotating,7.0
262944,It Was All A Dream,24748,CA,US,American Pale Ale (APA), Limited (brewed once),5.8
368073,What A Trip,26932,CA,US,Belgian Tripel, Year-round,10.5
154286,Bourbon Barrel Bad Scene,34029,CA,US,American Imperial Stout, Limited (brewed once),10.8
261282,Blonde On Blonde,47636,CA,US,German Kölsch, Rotating,5.0
1998,Our Special Ale 2001 (Anchor Christmas Ale),28,CA,US,Winter Warmer, Limited (brewed once),5.0
44357,Hefeweizen,18079,CA,US,German Hefeweizen, Year-round,5.5
142993,Batch 4 / Pale,36871,CA,US,American Pale Ale (APA), Limited (brewed once),5.6
256709,Comet Hopper,2743,CA,US,American Pale Ale (APA), Rotating,5.3
294000,START,33824,CA,US,American Imperial IPA, Limited (brewed once),9.0
186845,Oak Tree Pale Ale,38262,CA,US,American Pale Ale (APA), Year-round,5.9
84105,Raspberry Saison,4555,CA,US,Belgian Saison, Limited (brewed once),
339717,Kloudy Nomosaurus,38958,CA,US,American IPA, Limited (brewed once),5.8
90469,La Mesa,28019,CA,US,Belgian Saison, Rotating,5.0
262326,El Mas Guapo,43119,CA,US,American IPA, Rotating,7.5
65711,Blondibock,4051,CA,US,German Bock, Rotating,8.0
325855,Don Graper,43889,CA,US,New England IPA, Rotating,7.0
219760,Orange Is The New Hefe,44671,CA,US,German Hefeweizen, Limited (brewed once),4.8
271459,Goodbye Pluto,44253,CA,US,American IPA, Limited (brewed once),7.1
52390,Pseudo IPA,1337,CA,US,American IPA, Rotating,6.6
201127,Perfect Day,17988,CA,US,American Strong Ale, Rotating,9.1
234641,Sour Cherry Funk,42565,CA,US,American Wild Ale, Limited (brewed once),10.0
249114,Blackberry Tart,30458,CA,US,American Wild Ale, Limited (brewed once),4.8
167578,Exp 07270 (Single Hop Series),23459,CA,US,American IPA, Rotating,7.0
236425,So Pitted Pale,40467,CA,US,American Pale Ale (APA), Rotating,6.0
107386,Spiced Unicorn Milk,147,CA,US,English Sweet / Milk Stout, Limited (brewed once),7.5
130806,Un Atout Saison,25959,CA,US,Belgian Saison, Year-round,6.8
356136,Catawumpus,41865,CA,US,American Strong Ale, Limited (brewed once),7.1
353628,Mini Bull,32931,CA,US,American Pale Ale (APA), Rotating,5.2
97612,Carrack,16393,CA,US,American Amber / Red Ale, Rotating,10.2
288784,The Catalyst,45237,CA,US,California Common / Steam Beer, Year-round,5.3
301979,South Bay Helles,27922,CA,US,German Helles, Rotating,4.5
176548,Hella Deep,23200,CA,US,American IPA, Rotating,8.0
298836,Grand Slam,27996,CA,US,Belgian Pale Ale, Rotating,5.5
159153,Velvet Joe,23641,CA,US,American Imperial Stout, Limited (brewed once),9.2
350950,Slappy IPA,48435,CA,US,American IPA, Rotating,6.3
347066,Log Cabin with Coffee,44253,CA,US,American Imperial Stout, Limited (brewed once),12.8
268528,Chris GOSE Surfin,32063,CA,US,Leipzig Gose, Rotating,4.8
150805,"Victory At Sea - Holiday Special (Rum Raisins, Vanilla Bean, And Cinnamon)",199,CA,US,American Porter, Limited (brewed once),10.0
118454,Armstrong Stout,34409,CA,US,American Stout, Year-round,6.1
295677,Counter Magic,31987,CA,US,American IPA, Rotating,7.2
99624,Catacomb Brew Blueberry Saison,24748,CA,US,Belgian Saison, Limited (brewed once),5.5
355885,Lil' Nelson,53122,CA,US,American Pale Ale (APA), Rotating,5.5
123413,Hot Pants,29200,CA,US,Berliner Weisse, Rotating,3.2
374041,A Thousand Summers,28019,CA,US,American Wild Ale, Limited (brewed once),7.6
334755,Claimstake / Revision Hop Lode Hybrid IPA,44942,CA,US,American IPA, Limited (brewed once),7.0
265460,The Heady Hog,32922,CA,US,Belgian Quadrupel (Quad), Rotating,11.0
305320,Pugachev Vanilla,16843,CA,US,Russian Imperial Stout, Limited (brewed once),13.8
226433,Squirrel!,16866,CA,US,Baltic Porter, Rotating,9.0
13330,El Toro William Jones Wheat Beer,640,CA,US,American Pale Wheat Ale, Year-round,4.2
144200,Nooner Pilsner,140,CA,US,German Pilsner, Year-round,5.2
231997,L'Eveaire,45236,CA,US,Berliner Weisse, Rotating,3.0
270765,Pilot Series: Double IPA With Orange And Vanilla,147,CA,US,American Imperial IPA, Limited (brewed once),10.8
171783,.394 San Diego Pale Ale - Tony's Take With Grapefruit And Orange,396,CA,US,American Pale Ale (APA), Limited (brewed once),6.0
63832,Beer With Hops: 100% Amarillo,16048,CA,US,American Pale Ale (APA), Limited (brewed once),5.5
235177,Retro Pilsner,46022,CA,US,German Pilsner, Year-round,4.8
320429,Black Hive Lager,147,CA,US,German Schwarzbier, Rotating,5.7
294791,Airway To Heaven,41927,CA,US,American Wild Ale, Limited (brewed once),6.5
201811,Lil' Miss Strawberry,40892,CA,US,American Wild Ale, Rotating,6.5
170753,Sour Pumpernickel Rye,23459,CA,US,American Wild Ale, Limited (brewed once),10.5
55992,Framboise De Amorosa,18149,CA,US,American Wild Ale, Rotating,7.0
318633,Meander 9 - Citra IPA,32767,CA,US,American IPA, Rotating,7.2
59101,Auburn Export Lager,16270,CA,US,European Export / Dortmunder, Year-round,5.0
370180,Space Nectar,45975,CA,US,American IPA, Rotating,6.8
16977,Indian Pale Ale,9243,CA,US,American IPA, Year-round,
35397,Lucky 13 Mondo Large Red Ale,220,CA,US,American Imperial Red Ale, Spring,8.8
83947,Le Petit Diablotin,24827,CA,US,American Wild Ale, Rotating,6.0
24940,Dunkelweiss,910,CA,US,German Dunkelweizen, Summer,
74182,Martial Law (With Cognac Soaked Oak Chips),23641,CA,US,Belgian Strong Dark Ale, Limited (brewed once),
229836,Love And Hoppiness In CA,27946,CA,US,American Pale Ale (APA), Limited (brewed once),5.1
324871,Rita,4410,CA,US,American Amber / Red Ale, Rotating,6.2
222013,Moonwalker,10583,CA,US,German Bock, Rotating,6.8
214231,White Mocha,16866,CA,US,American Wheatwine Ale, Rotating,16.3
317647,Say [email protected],51272,CA,US,Belgian Saison, Rotating,6.4
369809,Horus / Funk Factory - Fitting Last Name,48368,CA,US,American Wild Ale, Limited (brewed once),8.1
245445,Hoppy Sour: Amarillo,24940,CA,US,American Wild Ale, Rotating,6.8
127647,Ruination IPA - Double Dry-Hopped With Centennial Hops And American Oak,147,CA,US,American Imperial IPA, Limited (brewed once),7.7
149875,St. Peter,22598,CA,US,Belgian Pale Ale, Rotating,5.5
82030,Galaxy Pale Ale,20430,CA,US,American Pale Ale (APA), Rotating,5.4
29708,Wee Heavy - Barrel-Aged,396,CA,US,Scotch Ale / Wee Heavy, Rotating,9.5
103149,Yakima IPA,220,CA,US,American IPA, Rotating,6.2
306980,"Glamour, Glitters, And Gold",28657,CA,US,American Imperial IPA, Rotating,8.3
19806,Double Overhead Imperial IPA,2175,CA,US,American Imperial IPA, Rotating,8.6
351734,Mahogany,43085,CA,US,German Weizenbock, Rotating,8.0
6962,Torrey Pines IPA,3073,CA,US,American IPA, Year-round,6.9
162262,Dub C,29346,CA,US,American Pale Ale (APA), Limited (brewed once),4.99
203310,Long Hair Don't Care,32974,CA,US,American Pale Wheat Ale, Rotating,
90871,Zombified,10046,CA,US,English Oatmeal Stout, Rotating,6.4
74166,Back Porch Lager - Beer Camp #32,140,CA,US,American Lager, Limited (brewed once),5.0
150734,Greenhorn Kolsch,35259,CA,US,German Kölsch, Rotating,4.8
89314,Fumare,28019,CA,US,Smoke Beer, Limited (brewed once),6.5
225078,CCBA APA,25959,CA,US,American Pale Ale (APA), Rotating,5.4
210072,Tart Cerise - Berliner Weiss With Cherries,28821,CA,US,Berliner Weisse, Rotating,3.5
115233,Agrestic # 9 - French Oak Aged,2210,CA,US,American Wild Ale, Rotating,6.2
42390,Oatmeal Stout,4698,CA,US,English Oatmeal Stout, Rotating,
59377,Road To Helles,18149,CA,US,German Helles, Rotating,5.2
353824,Blanton's Double Aronia,48368,CA,US,American Wild Ale, Rotating,8.3
70947,Scott's Big IPL,4146,CA,US,American Imperial Pilsner, Rotating,8.0
46649,Hopocalypse,3835,CA,US,American Imperial IPA, Rotating,9.3
322366,Drakonic,3835,CA,US,American Imperial Stout, Rotating,8.75
138875,Imperial Restraint With Blackberries & Cocoa Nibs,34029,CA,US,American Brown Ale, Limited (brewed once),10.1
85792,Diana Brown,28920,CA,US,American Brown Ale, Rotating,
228377,Export Stout,39472,CA,US,Foreign / Export Stout, Rotating,8.1
239751,New Zealand Slang,32063,CA,US,American IPA, Rotating,7.1
207426,Vanilla Coffee Porter,27327,CA,US,American Porter, Year-round,7.8
161936,Bilge Brown,199,CA,US,English Brown Ale, Limited (brewed once),5.5
201099,Belgo Pale Ale,32930,CA,US,Belgian Pale Ale, Rotating,5.0
47889,Picadilly Porter,2447,CA,US,American Porter, Rotating,5.5
254802,Frucht: Peach,40927,CA,US,Berliner Weisse, Rotating,4.4
261285,Hazy Jane II,47636,CA,US,American Pale Wheat Ale, Rotating,5.0
38583,Ashbury Alt,463,CA,US,German Altbier, Limited (brewed once),
195262,Saison,29618,CA,US,Belgian Saison, Rotating,5.25
306936,Shark Bubbles,29618,CA,US,American Imperial IPA, Rotating,8.9
156448,IPA - Mango And White Habañero,147,CA,US,American IPA, Limited (brewed once),6.9
200268,Midnight Stout,25926,CA,US,American Stout, Rotating,4.7
69950,Tight Kite Honey Blonde,4926,CA,US,American Blonde Ale, Limited (brewed once),5.3
140545,Smoking Wood - Coffee,16866,CA,US,Smoke Beer, Limited (brewed once),13.0
335068,Twisted Tart,36523,CA,US,American Wild Ale, Limited (brewed once),6.0
171419,Black Knight,31688,CA,US,American Porter, Rotating,8.8
343150,First Call,52654,CA,US,English Oatmeal Stout, Rotating,5.7
44455,Happy Hops,863,CA,US,American Pale Ale (APA), Rotating,5.5
131802,Barney,1337,CA,US,American IPA, Rotating,7.99
182232,Grunion Pale Ale - Melon,199,CA,US,American Pale Ale (APA), Limited (brewed once),5.5
304192,Murkules,41330,CA,US,American Imperial IPA, Rotating,9.1
159461,Hop Dang,36594,CA,US,American Imperial IPA, Limited (brewed once),10.0
198322,Red Shirt #38,32092,CA,US,American IPA, Limited (brewed once),7.0
221434,Hop Saget,1337,CA,US,American IPA, Limited (brewed once),7.1
87717,Summer's End Saison,2321,CA,US,Belgian Saison, Fall,6.0
203024,Sunset Saison,34323,CA,US,Belgian Saison, Rotating,4.5
202653,Wry Rye IPA,42740,CA,US,American IPA, Rotating,
355884,Jumbo Joe,53122,CA,US,American Stout, Rotating,7.5
182952,Stone / Chris Banker / Insurgente - Xocoveza - Charred,147,CA,US,English Sweet / Milk Stout, Rotating,10.0
103549,Shadows Of Their Eyes,33018,CA,US,American Wild Ale, Rotating,7.0
265911,Hopical Paradise,43559,CA,US,German Hefeweizen, Rotating,4.8
2533,The Hairy Eyeball,220,CA,US,American Strong Ale, Winter,9.1
245715,Multi-Barrel Experiment: Old-Fashioned,42930,CA,US,Belgian Dark Ale, Limited (brewed once),7.0
370100,Maple Pastry Stout,16866,CA,US,American Imperial Stout, Rotating,11.2
254787,Hop-Trio - Lime Zest,23200,CA,US,American Imperial IPA, Limited (brewed once),11.2
285316,Pizza Port / Three Floyds - Shredd Session,3546,CA,US,American IPA, Limited (brewed once),5.0
228774,Extra Pale Ale,396,CA,US,American Pale Ale (APA), Spring,5.25
43282,Pango,16198,CA,US,American Pale Wheat Ale, Summer,
65405,Beach Blonde Ale,24657,CA,US,American Blonde Ale, Year-round,
93351,Continental Breakfast Stout,27331,CA,US,American Stout, Year-round,6.8
74183,Dark Days / Velvet Glove Blend,23641,CA,US,American Imperial Stout, Limited (brewed once),
48385,Undercover Investigation Shut-down Ale,220,CA,US,American Strong Ale, Rotating,9.6
125482,Heavy Toast,22598,CA,US,American Strong Ale, Limited (brewed once),10.0
206297,Moraine,38745,CA,US,American IPA, Rotating,7.1
5570,Calistoga Porter,845,CA,US,American Porter, Year-round,6.3
47441,Abbey Extra,1678,CA,US,Belgian Pale Ale, Rotating,5.0
3911,Weekapaug Gruit,463,CA,US,Scottish Gruit / Ancient Herbed Ale, Rotating,5.8
145554,Emmett,22412,CA,US,Belgian Dark Ale, Limited (brewed once),5.4
276499,Smoking Amber Ale,42740,CA,US,American Amber / Red Ale, Limited (brewed once),5.9
42733,Vicenary Position Pilsner,4926,CA,US,German Pilsner, Limited (brewed once),7.5
241863,Tell Me When To Gose - Blueberry,35259,CA,US,Leipzig Gose, Rotating,4.0
132205,Gold Nugget,5115,CA,US,American Pale Ale (APA), Rotating,
310970,Birdsong Platitudes,28019,CA,US,American Blonde Ale, Rotating,
277480,Funkalunk,8681,CA,US,American Stout, Rotating,7.2
328489,Morning Rush,24748,CA,US,American Imperial Stout, Rotating,12.5
253277,2nd Anniversary Belgian Trippel,32705,CA,US,Belgian Tripel, Limited (brewed once),
176748,Devil's Teeth - Heaven Hill Barrel-Aged,31987,CA,US,English Old Ale, Limited (brewed once),11.0
286264,Total Perspective Vortex,28657,CA,US,Belgian Saison, Rotating,6.0
7544,McSorley's Irish Style Lager,447,CA,US,European Dark Lager, Year-round,
296406,Frisco Redneck,14064,CA,US,American IPA, Limited (brewed once),7.2
216909,Somoma County Kronik,220,CA,US,American Wild Ale, Fall,
52528,Sea Monster (Barrel Aged),199,CA,US,American Imperial Stout, Limited (brewed once),10.0
181920,Rower's RyePA,38399,CA,US,American IPA, Rotating,8.0
13294,Bison Light,609,CA,US,American Light Lager, Year-round,3.5
202725,Walker’s Doppelbock,32767,CA,US,German Doppelbock, Rotating,
142080,Sour Joe,21651,CA,US,American Wild Ale, Limited (brewed once),6.0
294308,Twist My Arm,45723,CA,US,German Kölsch, Rotating,4.5
96080,Rhesus Peanut Butter Chocolate Porter,26704,CA,US,American Porter, Rotating,6.1
113472,Recolte Du Bois,29200,CA,US,American Wild Ale, Rotating,6.2
359334,Grasp of Darkness,51858,CA,US,American Imperial Stout, Limited (brewed once),12.0
237676,Yojo,45975,CA,US,New England IPA, Rotating,7.0
270585,Valley Haze,24748,CA,US,American IPA, Rotating,6.8
148583,7 Swans In A Pear Tree,16866,CA,US,Belgian Strong Dark Ale, Limited (brewed once),11.0
45405,Green Flash Bourbon Barrel Aged Double Stout,2743,CA,US,American Imperial Stout, Limited (brewed once),8.9
294357,Atra Mors IRA,49199,CA,US,American Imperial IPA, Rotating,9.0
116669,Doble Lupulo,28019,CA,US,American Imperial IPA, Limited (brewed once),8.2
351759,2 Birds 1 Rock,21651,CA,US,American IPA, Rotating,
68569,Yard House India Pale Ale,2210,CA,US,American IPA, Year-round,
97400,Dr. Hoo - Mango & Chinook,27922,CA,US,American IPA, Limited (brewed once),7.3
271870,Bombshelles,30379,CA,US,German Helles, Rotating,8.5
59044,Empire Strikes Black - Bourbon Barrel Aged,140,CA,US,American Imperial Stout, Limited (brewed once),9.8
363560,Pirate Bae,46813,CA,US,American Cream Ale, Summer,5.0
279716,Barrel #2534,18149,CA,US,American Wild Ale, Limited (brewed once),
144175,Atomic 82,27922,CA,US,American Blonde Ale, Rotating,9.5
98643,Peralta Porter,31791,CA,US,American Porter, Rotating,6.2
118484,John Paul Jones Stout With Amaretto,33027,CA,US,American Stout, Rotating,10.9
372661,Two Tun Imperial Stout,23459,CA,US,American Imperial Stout, Limited (brewed once),9.0
10460,High Country Hefeweizen,4740,CA,US,German Hefeweizen, Year-round,
369231,To Have & To Hold,52529,CA,US,German Helles, Limited (brewed once),4.6
249346,Stable Orbit,33824,CA,US,American Imperial IPA, Rotating,9.0
317581,Infinity Gauntlet - Black House Coffee,31987,CA,US,American Barleywine, Rotating,11.0
311059,6x9,3120,CA,US,American IPA, Rotating,6.0
158511,REV Ale Beer,38962,CA,US,American Pale Ale (APA), Year-round,5.2
213446,Batch 63 / Cranberry Weisse,36871,CA,US,Berliner Weisse, Limited (brewed once),3.6
91273,Founders Blend [v1],28270,CA,US,American Black Ale, Limited (brewed once),6.25
358193,Saint Cargo,16866,CA,US,Belgian Pale Ale, Limited (brewed once),6.6
123923,Oaked Nothing,27922,CA,US,American Imperial Stout, Limited (brewed once),10.0
181643,2 Step 2nd Anniversary IPA,1337,CA,US,American IPA, Limited (brewed once),6.7
208695,Batch No. 1731,40927,CA,US,American Brett, Limited (brewed once),5.1
101300,Fornication,30584,CA,US,Belgian Strong Pale Ale, Rotating,9.0
199200,Speedway Stout - Tootsie Roll,396,CA,US,American Imperial Stout, Limited (brewed once),12.0
170132,Sonja's Sonnet,29618,CA,US,American Wild Ale, Limited (brewed once),6.4
245050,Switching Numbers,1337,CA,US,American IPA, Rotating,6.0
203266,Pumpkin Ale,9243,CA,US,Pumpkin Beer, Fall,
264012,Southern Aroma,16866,CA,US,German Kellerbier / Zwickelbier, Limited (brewed once),4.87
255168,The Malingerer,28994,CA,US,American Wild Ale, Rotating,5.0
242150,Summer Single Hop,41427,CA,US,American IPA, Limited (brewed once),6.5
307464,Symbiotic IPA,44720,CA,US,American IPA, Year-round,6.8
148933,Chris Martin S'more Porter With Habañero,33027,CA,US,American Porter, Rotating,11.2
186770,I Haight Toronado,37448,CA,US,American IPA, Summer,7.6
93780,Insomnia IPA,31569,CA,US,American IPA, Rotating,7.5
203249,Yule Nog,23697,CA,US,American Imperial Stout, Winter,10.2
117033,Rebellion (Seamus),610,CA,US,American IPA, Limited (brewed once),6.5
48523,Old Guardian Barley Wine Style Ale (2009) - Double Dry-Hopped,147,CA,US,American Barleywine, Limited (brewed once),11.3
306656,Eric the Red,49832,CA,US,American Amber / Red Ale, Rotating,6.3
237560,Get Off My Lawn,29180,CA,US,American Strong Ale, Limited (brewed once),6.3
278097,El Senor,4051,CA,US,American Stout, Rotating,7.0
276529,Decadence 2017 Imperial Oatmeal Stout,396,CA,US,English Oatmeal Stout, Limited (brewed once),10.0
26956,Le Woody Brune,1337,CA,US,American Wild Ale, Limited (brewed once),
48137,El Chupalupalo,220,CA,US,American Pale Ale (APA), Year-round,5.8
202848,White Light IPA,22065,CA,US,American IPA, Rotating,6.3
189053,Snapper Saison,30379,CA,US,Belgian Saison, Year-round,6.0
112454,Palms To Pines,32541,CA,US,American Imperial IPA, Rotating,11.0
40241,Scotch Ale,409,CA,US,Scotch Ale / Wee Heavy, Year-round,7.0
73929,Chug's Private Stash Big Bite IPA,419,CA,US,American IPA, Limited (brewed once),7.0
202097,NomaWeiss,21449,CA,US,American Wheatwine Ale, Year-round,6.5
132960,Vulture,33278,CA,US,American Stout, Year-round,8.2
190542,19th Anniversary Thunderstruck IPA - Finger Limes,147,CA,US,American Imperial IPA, Limited (brewed once),8.7
223852,Fourth Bore,862,CA,US,American IPA, Rotating,7.3
184649,Easy Saison,763,CA,US,Belgian Saison, Year-round,
47498,Black Orchard - Molé Poblano (Holy Molé),16866,CA,US,Chile Beer, Rotating,5.7
107460,Erotic Cake,559,CA,US,English Sweet / Milk Stout, Limited (brewed once),6.8
305846,Strawberry QUIK Milkshake IPA,36523,CA,US,New England IPA, Rotating,6.5
184765,Ripple,36754,CA,US,Belgian Saison, Rotating,5.5
333219,Mango Hyborian Age,33824,CA,US,American IPA, Limited (brewed once),7.6
115000,Wildcat Wheat IPA,16270,CA,US,American IPA, Rotating,7.3
128252,Thor's Hammered IPA,33503,CA,US,American IPA, Rotating,7.7
32423,Red Barn Ale,18149,CA,US,Belgian Saison, Year-round,6.7
294483,Tropical Blonde Ale,1627,CA,US,Fruit and Field Beer, Rotating,5.3
284201,Bru-1 Rebellion,610,CA,US,American IPA, Rotating,6.0
126363,Stone / Waypoint Public - Amanda Vs. The Arbolcots,147,CA,US,Belgian Saison, Limited (brewed once),6.2
113157,Rye Whiskey Barrel Aged Barley Wine,870,CA,US,American Barleywine, Limited (brewed once),10.2
287948,Vivid Sauvage (Barrel Aged),2743,CA,US,Belgian Tripel, Limited (brewed once),11.0
122139,Liberty Tree Pale Ale,31730,CA,US,American Pale Ale (APA), Year-round,6.3
327699,Tres Diablos,48424,CA,US,American Imperial IPA, Limited (brewed once),10.5
31505,Honey Ale,4873,CA,US,American Amber / Red Ale, Rotating,
350838,Nice to Meet You,52529,CA,US,American Pale Ale (APA), Rotating,4.9
39503,Riptide,1337,CA,US,American IPA, Rotating,
234330,Dark Bullitt Porter,38744,CA,US,American Porter, Limited (brewed once),8.5
168769,Kiwi Strawberry IPA,199,CA,US,American IPA, Limited (brewed once),
297006,White Chocolate - Cherries,16866,CA,US,American Wheatwine Ale, Rotating,14.2
231071,Lemon Twist,33817,CA,US,American Wild Ale, Limited (brewed once),5.5
38051,Brave Hand IPA,762,CA,US,American IPA, Limited (brewed once),7.1
69569,Cuir - 100% Bourbon Barrel-Aged,16866,CA,US,English Old Ale, Limited (brewed once),17.0
95042,Crotch Rocket,29315,CA,US,Irish Red Ale, Year-round,5.5
318562,Think Tank,31363,CA,US,American Pale Ale (APA), Year-round,5.7
20887,Dr. Zeus,863,CA,US,American Strong Ale, Year-round,5.89
159156,Sour Wench With Apricots,199,CA,US,Berliner Weisse, Limited (brewed once),6.0
235174,Mateveza IPA,46022,CA,US,American IPA, Rotating,7.0
197010,Hoppy Oro,36847,CA,US,Belgian Saison, Rotating,3.9
74429,Black Cherry Lager,22035,CA,US,American Adjunct Lager, Rotating,
352885,Buzz Worthy,30923,CA,US,English Dark Mild Ale, Rotating,4.0
203518,Blend 5,36847,CA,US,American Wild Ale, Limited (brewed once),6.5
362395,Strawberry Provenance,25959,CA,US,American Wild Ale, Rotating,6.2
313489,Omakase,38282,CA,US,American IPA, Limited (brewed once),7.3
133619,Berry Saison,29744,CA,US,Belgian Saison, Limited (brewed once),
318686,Stovewood,47778,CA,US,American Porter, Rotating,7.0
287865,Supermarine Walrus,47048,CA,US,American IPA, Rotating,6.5
167756,The Ship Is Bananas,199,CA,US,American Barleywine, Limited (brewed once),8.0
203320,Pumpkin Pie Haircutted Freak,38614,CA,US,American Porter, Fall,8.4
234803,ESB,45990,CA,US,English Extra Special / Strong Bitter (ESB), Year-round,5.2
163811,Holy Grounds Coffee Stout,4950,CA,US,American Stout, Rotating,
126503,Spadra IPA,33428,CA,US,American IPA, Year-round,6.8
165888,Demure,28657,CA,US,Belgian Saison, Rotating,5.7
221999,Hops Are A Preservative,43119,CA,US,American IPA, Rotating,7.2
356702,Stroh's Spirit Witbier,447,CA,US,Belgian Witbier, Rotating,4.2
290291,Renegade Warrior,49079,CA,US,American IPA, Year-round,6.9
75933,Hoptologist DIPA,23200,CA,US,American Imperial IPA, Year-round,9.0
280729,Afforded Respite,40927,CA,US,Berliner Weisse, Limited (brewed once),4.5
188645,Barrel-Aged Brown Ale - Montmorency Cherries,147,CA,US,American Brown Ale, Limited (brewed once),8.1
113906,Blackwidow IIPA,32705,CA,US,American Imperial IPA, Rotating,9.3
85977,Oktoberfest,24026,CA,US,German Märzen / Oktoberfest, Rotating,6.5
266386,Derivation BIPA,38282,CA,US,Belgian IPA, Rotating,7.0
143557,Black Tuesday - Port Barrel-Aged,16866,CA,US,American Imperial Stout, Rotating,17.8
234194,Collabranibble Dry Irish Stout,266,CA,US,Irish Dry Stout, Limited (brewed once),4.4
114838,Not Shiny Or New,2321,CA,US,English Old Ale, Rotating,8.9
58612,4th Anniversary Ale,14064,CA,US,Belgian Pale Ale, Limited (brewed once),6.2
91520,Super Destroyer,28298,CA,US,American Strong Ale, Rotating,7.5
319729,Mission St. San Diego Style Double IPA,16393,CA,US,American Imperial IPA, Rotating,8.0
89881,Standard Crude Imperial Stout,25920,CA,US,American Imperial Stout, Rotating,10.3
253366,Alpha Voyager IIIPA,38282,CA,US,American Imperial IPA, Limited (brewed once),12.0
62085,Oktoberfest Lager,16843,CA,US,German Märzen / Oktoberfest, Fall,5.7
241889,Fram Bam Thank You Ma'am,30923,CA,US,Berliner Weisse, Rotating,4.3
219772,The Debonair,44671,CA,US,American Stout, Rotating,6.4
204742,Island Culture,32931,CA,US,Belgian Saison, Limited (brewed once),5.8
164031,Wild Merkin,2210,CA,US,American Stout, Limited (brewed once),
61207,Brewer's Blackbird Black IPA - Beer Camp #27,140,CA,US,American Black Ale, Limited (brewed once),8.7
325703,Something About Berry,41330,CA,US,American Wild Ale, Limited (brewed once),4.1
75757,Agave Wheat,27632,CA,US,American Pale Wheat Ale, Year-round,5.2
41533,IVAN,4146,CA,US,Russian Imperial Stout, Year-round,8.5
13950,Old Boneyards Barleywine,1337,CA,US,American Barleywine, Rotating,9.8
201801,1st Generation Dark Wheat,8930,CA,US,American Dark Wheat Ale, Rotating,6.9
356540,Spread the Love,31791,CA,US,American IPA, Limited (brewed once),5.2
101888,Hop Ramen,1337,CA,US,American IPA, Rotating,7.3
300693,Harrumph!,49404,CA,US,American Imperial IPA, Rotating,9.0
214569,Audition Imperial Session IPA,140,CA,US,American Imperial IPA, Rotating,7.5
148373,Stout Stout Baby,28838,CA,US,American Stout, Rotating,5.0
196910,Greyhound,15886,CA,US,Belgian Strong Pale Ale, Rotating,9.1
265833,Think Tank #12,14064,CA,US,American IPA, Limited (brewed once),6.8
121152,Theodora's Mosaic Pale Ale,34078,CA,US,American Pale Ale (APA), Rotating,5.5
86649,Torment Dark Belgian-Style Ale,25960,CA,US,Belgian Strong Dark Ale, Winter,10.0
201822,Harvest Ale,9823,CA,US,American Pale Ale (APA), Fall,
39136,Sunshine Daydream,5411,CA,US,Belgian Saison, Limited (brewed once),4.25
203233,ESB,39137,CA,US,English Extra Special / Strong Bitter (ESB), Rotating,5.9
35638,Hazelnut Porter,1627,CA,US,American Porter, Rotating,
348124,Coco Loco,3835,CA,US,English Porter, Limited (brewed once),4.9
308371,Molé Martes (Randall),16866,CA,US,American Imperial Stout, Rotating,14.7
237312,McNair,46203,CA,US,Scottish Ale, Rotating,3.0
228604,Walkabout,45236,CA,US,American Stout, Rotating,8.1
359215,Grasshopper,53169,CA,US,American IPA, Year-round,6.4
328032,Raspbeery Valentine,21448,CA,US,Belgian Dubbel, Limited (brewed once),
135289,English 201,22412,CA,US,English Extra Special / Strong Bitter (ESB), Rotating,5.8
60859,Lambic #1 With Kombucha Cultures,17271,CA,US,American Wild Ale, Limited (brewed once),
180967,Session IPA,40535,CA,US,American IPA, Rotating,4.9
79774,Black IPA,28261,CA,US,American Black Ale, Rotating,8.0
159158,Siren's Call,199,CA,US,American Pale Wheat Ale, Limited (brewed once),5.8
309548,Between Wind and Sea,45824,CA,US,Belgian Saison, Limited (brewed once),6.7
65864,Apollo IPA,16270,CA,US,American IPA, Limited (brewed once),7.1
190252,Nuberu Pale Ale,40741,CA,US,American Pale Ale (APA), Year-round,5.5
232750,Base Loaded IPA,7685,CA,US,American IPA, Year-round,6.2
257354,Speedway Stout - Liquid Smoke,396,CA,US,American Imperial Stout, Limited (brewed once),12.0
336777,Way of the Dodo,25920,CA,US,American IPA, Rotating,6.8
147456,2AM Bike Ride,37749,CA,US,American Stout, Rotating,4.6
56043,Rubidus Red Ale,17962,CA,US,American Amber / Red Ale, Rotating,7.8
107941,Naughty Aud,31027,CA,US,Russian Imperial Stout, Year-round,8.5
